Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",4,4.12,Ember,Mass Market Paperback,224,2006,1993,,2015/06/26,,,read,,,,,,,0,,,,,
1852,The Call of the Wild,Jack London,"London, Jack",,"=""0439227143""","=""9780439227148""",4,3.81,Scholastic,Paperback,172,2001,1903,,2015/06/26,,,read,,,,,,,0,,,,,
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","John  Rutherford, Roberto González Echevarría","=""0142437239""","=""9780142437230""",0,3.84,Penguin Classics,Paperback,982,2003,1615,,2015/06/26,to-read,to-read (#8),to-read,,,,,,,0,,,,,
17250,The Crucible,Arthur Miller,"Miller, Arthur",Christopher Bigsby,"=""0142437336""","=""9780142437339""",4,3.53,Penguin Classics,Paperback,143,2003,1953,,2015/06/26,,,read,,,,,,,0,,,,,
18266,Gargantua and Pantagruel,François Rabelais,"Rabelais, François",M.A. Screech,"=""0140445501""","=""9780140445503""",3,3.71,Penguin Classics,Paperback,1104,2006,1532,,2015/06/26,,,read,,,,,,,0,,,,,
93101,The Arabian Nights,Richard Francis Burton,"Burton, Richard Francis","Anonymous, A.S. Byatt","=""0812972147""","=""9780812972146""",4,4.05,Modern Library,Paperback,1049,2004,800,,2015/06/26,,,read,,,,,,,0,,,,,
7733,Gulliver's Travels,Jonathan Swift,"Swift, Jonathan",Robert DeMaria Jr.,"=""0141439491""","=""9780141439495""",3,3.55,Penguin Classics,Paperback,306,2003,1726,,2015/06/26,,,read,,,,,,,0,,,,,
19302,Pippi Longstocking,Astrid Lindgren,"Lindgren, Astrid","Florence Lamborn, Nancy Seligsohn","=""0142402494""","=""9780142402498""",4,4.10,Puffin Books,Paperback,160,2005,1945,,2015/06/26,,,read,,,,,,,0,,,,,
100915,"The Lion, the Witch, and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.",,"=""0060764899""","=""9780060764890""",3,4.17,HarperCollins Publishers,Paperback,206,2005,1950,,2015/06/26,,,read,,,,,,,0,,,,,
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0618346252""","=""9780618346257""",5,4.32,Houghton Mifflin Harcourt,Paperback,398,2003,1954,,2015/06/26,,,read,,,,,,,0,,,,,
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",0,3.97,Simon & Schuster ,Paperback,453,2004,1961,,2015/06/26,to-read,to-read (#7),to-read,,,,,,,0,,,,,
59151,Chess Story,Stefan Zweig,"Zweig, Stefan","Joel Rotenberg, Peter Gay","=""1590171691""","=""9781590171691""",5,4.24,NYRB Classics,Paperback,104,2005,1941,,2015/06/26,,,read,,,,,,,0,,,,,
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,"=""0553213695""","=""9780553213690""",4,3.76,Bantam Classics,Paperback,201,1972,1915,,2015/06/26,,,read,,,,,,,0,,,,,
4981,Slaughterhouse-Five,Kurt Vonnegut,"Vonnegut, Kurt",,"=""0385333846""","=""9780385333849""",4,4.04,Dial Press Trade Paperback,Paperback,215,1999,1969,,2015/06/26,,,read,,,,,,,0,,,,,
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""0061148512""","=""9780061148514""",0,3.97,Harper Perennial,Paperback,266,2006,1963,,2015/06/26,to-read,to-read (#6),to-read,,,,,,,0,,,,,
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",0,3.87,Penguin Classics,Paperback,378,2000,1955,,2015/06/26,to-read,to-read (#5),to-read,,,,,,,0,,,,,
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Eleanor Roosevelt, B.M. Mooyart-Doubleday","=""0553296981""","=""9780553296983""",4,4.08,Bantam,Mass Market Paperback,283,1993,1947,,2015/06/26,,,read,,,,,,,0,,,,,
18405,Gone with the Wind,Margaret Mitchell,"Mitchell, Margaret",,"=""0446675539""","=""9780446675536""",4,4.27,Grand Central Publishing,Paperback,1037,1999,1936,,2015/06/26,,,read,,,,,,,0,,,,,
18545,Rosencrantz and Guildenstern Are Dead,Tom Stoppard,"Stoppard, Tom",Henry Popkin,"=""0802132758""","=""9780802132758""",0,4.06,Grove Press,Paperback,126,1994,1966,,2015/06/26,to-read,to-read (#4),to-read,,,,,,,0,,,,,
752900,Medea,Euripides,"Euripides, Euripides",Rex Warner,"=""0486275485""","=""9780486275482""",4,3.82,Dover Publications,Paperback,47,1993,-431,,2015/06/26,,,read,,,,,,,0,,,,,
8852,Macbeth,William Shakespeare,"Shakespeare, William",,"=""0743477103""","=""9780743477109""",5,3.87,Simon & Schuster,Mass Market Paperback,249,2003,1606,,2015/06/26,,,read,,,,,,,0,,,,,
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",4,3.95,Harper Perennial,Paperback,268,1998,1932,,2015/06/26,,,read,,,,,,,0,,,,,
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,"=""0140449264""","=""9780140449266""",4,4.19,Penguin Classics,Paperback,1276,2003,1844,,2015/06/26,,,read,,,,,,,0,,,,,
17470674,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""0007491565""","=""9780007491568""",4,3.96,Voyager,Hardcover,227,2013,1953,,2015/06/26,,,read,,,,,,,0,,,,,
14942,Mrs. Dalloway,Virginia Woolf,"Woolf, Virginia",Maureen Howard,"=""0151009988""","=""9780151009985""",5,3.77,Houghton Mifflin Harcourt,Hardcover,194,2002,1925,2015/07/23,2015/06/26,,,read,,,,,,,0,,,,,
18212,Jacques the Fatalist,Denis Diderot,"Diderot, Denis",,"=""0192838741""","=""9780192838742""",0,3.84,"Oxford University Press, USA",Paperback,304,1999,1776,,2015/06/26,to-read,to-read (#3),to-read,,,,,,,0,,,,,
2183,Sentimental Education,Gustave Flaubert,"Flaubert, Gustave","Robert Baldick, Geoffrey Wall","=""0140447970""","=""9780140447972""",3,3.83,Penguin Classics,Paperback,460,2004,1869,,2015/06/26,,,read,,,,,,,0,,,,,
12505,The Idiot,Fyodor Dostoyevsky,"Dostoyevsky, Fyodor","Constance Garnett, Joseph Frank, Anna Brailovsky","=""0679642420""","=""9780679642428""",5,4.17,Modern Library,Paperback,667,2003,1869,,2015/06/26,,,read,,,,,,,0,,,,,
203220,Les Fleurs du Mal,Charles Baudelaire,"Baudelaire, Charles",Richard Howard,"=""0879234628""","=""9780879234621""",5,4.26,David R. Godine Publisher,Paperback,365,1983,1857,,2015/06/26,,,read,,,,,,,0,,,,,
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""0375751513""","=""9780375751516""",4,4.04,Random House: Modern Library,Paperback,254,1998,1890,,2015/06/26,,,read,,,,,,,0,,,,,
59716,To the Lighthouse,Virginia Woolf,"Woolf, Virginia",,"=""140679239X""","=""9781406792393""",4,3.75,Harvest Books,Paperback,209,1989,1927,,2015/06/26,,,read,,,,,,,0,,,,,
332613,One Flew Over the Cuckoo's Nest,Ken Kesey,"Kesey, Ken",,"=""0451163966""","=""9780451163967""",0,4.18,Signet,Mass Market Paperback,325,1963,1962,,2015/06/26,to-read,to-read (#2),to-read,,,,,,,0,,,,,
7613,Animal Farm,George Orwell,"Orwell, George",,"=""0452284244""","=""9780452284241""",4,3.83,NAL,Paperback,102,2003,1945,,2015/06/26,,,read,,,,,,,0,,,,,
5470,1984,George Orwell,"Orwell, George",Erich Fromm,"=""0451524934""","=""9780451524935""",5,4.12,New American Library,Mass Market Paperback,298,1950,1949,,2015/06/26,,,read,,,,,,,0,,,,,
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0061120081""","=""9780061120084""",0,4.24,Harper Perennial Modern Classics,Paperback,324,2006,1960,,2015/06/26,to-read,to-read (#1),to-read,,,,,,,0,,,,,
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""0679783261""","=""9780679783268""",4,4.24,Modern Library,Paperback,279,2000,1813,2015/07/30,2015/06/26,,,read,,,,,,,0,,,,,
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0743273567""","=""9780743273565""",5,3.87,Scribner,Paperback,180,2004,1925,,2015/06/26,,,read,,,,,,,0,,,,,
