Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID,read_dates,genres
23156040,Those Who Leave and Those Who Stay (The Neapolitan Novels #3),Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""1609452232""","=""9781609452230""",0,4.29,Europa Editions,Paperback,418,2014,2013,,2016/08/11,to-read,to-read (#268),to-read,,,,0,,,0,,,,,,,"Fiction|648;Cultural,Italy|207;European Literature,Italian Literature|116;Historical,Historical Fiction|108;Novels|80"
17465515,The Story of a New Name (The Neapolitan Novels #2),Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""1609451341""","=""9781609451349""",0,4.36,Europa Editions,Paperback,471,2013,2012,,2016/08/11,to-read,to-read (#267),to-read,,,,0,,,0,,,,,,,"Fiction|785;Cultural,Italy|245;Historical,Historical Fiction|155;European Literature,Italian Literature|119;Novels|96"
4025275,War's Unwomanly Face,Svetlana Alexievich,"Alexievich, Svetlana",,"=""5010004941""","=""9785010004941""",0,4.52,Progress Publishers,Hardcover,247,1988,1985,,2016/08/02,to-read,to-read (#266),to-read,,,,0,,,0,,,,,,,"Nonfiction|307;History|223;War|86;Cultural,Russia|44;Feminism|39;War,World War II|39"
23342906,Czasy secondhand. Koniec czerwonego człowieka,Svetlana Alexievich,"Alexievich, Svetlana",Jerzy Czech,"=""8375368504""","=""9788375368505""",0,4.45,Czarne,Hardcover,512,2014,2013,,2016/08/02,to-read,to-read (#265),to-read,,,,0,,,0,,,,,,,"Nonfiction|332;History|299;Cultural,Russia|143"
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""0156030306""","=""9780156030304""",0,4.07,Mariner Books,Paperback,311,2005,1966,,2016/06/02,to-read,to-read (#264),to-read,,,,0,,,0,,,,,,,Fiction|4222;Classics|3893;Science Fiction|2739;Young Adult|742
13586707,My Brilliant Friend (The Neapolitan Novels #1),Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""1609450787""","=""9781609450786""",0,3.89,Europa Editions,Paperback,331,2012,2011,,2016/05/17,to-read,to-read (#263),to-read,,,,0,,,0,,,,,,,"Fiction|1878;Historical,Historical Fiction|517;Cultural,Italy|471;Abandoned|204;European Literature,Italian Literature|187;Novels|184;Literary Fiction|183;Book Club|156;Contemporary|134;Audiobook|122"
27003,"The Eyre Affair (Thursday Next, #1)",Jasper Fforde,"Fforde, Jasper",,"=""0142001805""","=""9780142001806""",0,3.92,Penguin Books,Paperback,374,2003,2001,,2016/04/05,to-read,to-read (#262),to-read,,,,0,,,0,,,,,,,Fantasy|3581;Fiction|2286;Mystery|1622;Humor|773;Science Fiction|714
76171,We,Yevgeny Zamyatin,"Zamyatin, Yevgeny",Clarence Brown,"=""0140185852""","=""9780140185850""",0,3.95,Penguin Classics,Paperback,225,1993,1924,,2016/04/04,to-read,to-read (#261),to-read,,,,0,,,0,,,,,,,"Fiction|1324;Science Fiction|1297;Science Fiction,Dystopia|1070;Classics|924;Cultural,Russia|532"
209525,The Purple Cloud (Frontiers of Imagination),M.P. Shiel,"Shiel, M.P.",John Clute,"=""0803292791""","=""9780803292796""",0,3.55,Bison Books,Paperback,296,2000,1901,,2016/04/04,to-read,to-read (#260),to-read,,,,0,,,0,,,,,,,"Science Fiction|61;Fiction|43;Classics|23;Apocalyptic,Post Apocalyptic|22;Science Fiction,Apocalyptic|11"
1170158,The Earthsea Trilogy,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0140050930""","=""9780140050936""",0,4.25,Penguin Books Limited,Paperback,478,1979,1975,,2016/04/04,to-read,to-read (#259),to-read,,,,0,,,0,,,,,,,Fantasy|817;Fiction|118;Young Adult|52;Science Fiction Fantasy|45;Science Fiction|42
941731,The Death of Grass,John Christopher,"Christopher, John",,"=""0722122977""","=""9780722122976""",0,3.88,Sphere (London),Paperback,222,1982,1956,,2016/04/04,to-read,to-read (#258),to-read,,,,0,,,0,,,,,,,"Science Fiction|262;Apocalyptic,Post Apocalyptic|123;Science Fiction,Dystopia|52"
830,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""0553380958""","=""9780553380958""",0,4.02,Bantam Books,Paperback,470,2000,1992,,2016/04/04,to-read,to-read (#257),to-read,,,,0,,,0,,,,,,,"Science Fiction|3945;Fiction|2219;Science Fiction,Cyberpunk|1434"
7745,Fear and Loathing in Las Vegas,Hunter S. Thompson,"Thompson, Hunter S.",Ralph Steadman,"=""0679785892""","=""9780679785897""",0,4.08,Vintage Books,Paperback,204,1998,1971,,2016/04/04,to-read,to-read (#256),to-read,,,,0,,,0,,,,,,,Fiction|2026;Classics|772;Humor|409
166997,Stoner,John  Williams,"Williams, John",John McGahern,"=""1590171993""","=""9781590171998""",0,4.28,NYRB Classics,Paperback,278,2006,1965,,2016/04/04,to-read,to-read (#255),to-read,,,,0,,,0,,,,,,,"Classics|629;Literature|212;Literature,American|176;Novels|172"
88077,The Magic Mountain,Thomas Mann,"Mann, Thomas",John E. Woods,"=""0679772871""","=""9780679772873""",0,4.14,Vintage,Paperback,706,1996,1924,,2016/04/04,to-read,to-read (#254),to-read,,,,0,,,0,,,,,,,"Fiction|888;Classics|672;European Literature,German Literature|301;Literature|221;Novels|142;Philosophy|142"
70401,On the Road,Jack Kerouac,"Kerouac, Jack",,"=""0140042598""","=""9780140042597""",0,3.64,Penguin Books,Paperback,307,1976,1955,,2016/04/04,to-read,to-read (#253),to-read,,,,0,,,0,,,,,,,Classics|4285;Fiction|3889;Travel|906;Literature|726
394535,"Blood Meridian, or the Evening Redness in the West",Cormac McCarthy,"McCarthy, Cormac",,"=""0679728759""","=""9780679728757""",0,4.18,Vintage Books,Paperback,337,1992,1985,,2016/04/04,to-read,to-read (#252),to-read,,,,0,,,0,,,,,,,"Fiction|2328;Westerns|735;Historical,Historical Fiction|664;Literature|367;Classics|342;Novels|251;Literature,American|205"
19106,The Nose,Nikolai Gogol,"Gogol, Nikolai",Kevin Hawkes,"=""0688104649""","=""9780688104641""",0,3.92,HarperCollins Publishers,Hardcover,31,1994,1836,,2016/04/04,,,read,,,,1,,,0,,,,,,,"Classics|304;Short Stories|272;Cultural,Russia|230;Fiction|179;Literature,Russian Literature|171"
28381,Dead Souls,Nikolai Gogol,"Gogol, Nikolai",Robert A. Maguire,"=""0140448071""","=""9780140448078""",0,3.98,Penguin Classics,Paperback,512,2004,1842,,2016/04/04,to-read,to-read (#251),to-read,,,,0,,,0,,,,,,,"Classics|1412;Fiction|987;Cultural,Russia|730;Literature,Russian Literature|487;Literature|247"
11650,"American Pastoral (The American Trilogy, #1)",Philip Roth,"Roth, Philip",,"=""0099771810""","=""9780099771814""",0,3.91,Vintage,Paperback,432,1998,1997,,2016/04/04,to-read,to-read (#250),to-read,,,,0,,,0,,,,,,,Fiction|1287;Classics|196;Literature|176;Novels|144
77013,As I Lay Dying,William Faulkner,"Faulkner, William",,"=""067973225X""","=""9780679732259""",0,3.72,Vintage Books / Random House,Paperback,267,1991,1930,,2016/04/04,to-read,to-read (#249),to-read,,,,0,,,0,,,,,,,"Classics|3375;Fiction|2399;Literature|533;Literature,American|281;Novels|271;Academic,School|245;Gothic,Southern Gothic|150;American,Southern|135;Literature,20th Century|133;Literary Fiction|125"
57727,"L.A. Confidential (L.A. Quartet, #3)",James Ellroy,"Ellroy, James",,"=""0099366711""","=""9780099366713""",0,4.20,Arrow,Paperback,496,1994,1990,,2016/04/04,to-read,to-read (#248),to-read,,,,0,,,0,,,,,,,"Fiction|350;Mystery,Crime|344;Mystery|278;Mystery,Noir|196;Thriller|112;Historical,Historical Fiction|53"
25631481,Jeremy Hutchinson's Case Histories: From Lady Chatterley's Lover to Howard Marks,Thomas Grant,"Grant, Thomas",,"=""""","=""""",0,4.22,John Murray,Kindle Edition,432,2015,2015,,2016/04/04,to-read,to-read (#247),to-read,,,,0,,,0,,,,,,,
12331767,High-Rise,J.G. Ballard,"Ballard, J.G.",,"=""0871404028""","=""9780871404022""",0,3.67,Liveright,Paperback,208,2012,1975,,2016/04/04,to-read,to-read (#246),to-read,,,,0,,,0,,,,,,,"Fiction|459;Science Fiction|301;Science Fiction,Dystopia|187"
25912206,The Noise of Time,Julian Barnes,"Barnes, Julian",,"=""1910702609""","=""9781910702604""",0,3.73,Jonathan Cape,Hardcover,192,2016,2016,,2016/04/04,to-read,to-read (#245),to-read,,,,0,,,0,,,,,,,"Fiction|220;Historical,Historical Fiction|149;Music|104;Cultural,Russia|61;European Literature,British Literature|37;Literary Fiction|37"
17800,"Dance Dance Dance (The Rat, #4)",Haruki Murakami,"Murakami, Haruki",,"=""0099448769""","=""9780099448761""",0,4.03,Vintage,Paperback,393,2002,1988,,2016/04/04,to-read,to-read (#244),to-read,,,,0,,,0,,,,,,,"Fiction|945;Cultural,Japan|368;Asian Literature,Japanese Literature|309;Magical Realism|200"
226973,"Hear the Wind Sing (The Rat, #1)",Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""4061860267""","=""9784061860261""",0,3.59,Kodansha International Ltd.,Paperback,130,1979,1979,,2016/04/04,to-read,to-read (#243),to-read,,,,0,,,0,,,,,,,"Fiction|200;Asian Literature,Japanese Literature|121;Cultural,Japan|103;Literature|34"
591978,"Pinball, 1973 (The Rat, #2)",Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""4061860127""","=""9784061860124""",0,3.57,Kodansha International Ltd.,Paperback,215,1980,1980,,2016/04/04,to-read,to-read (#242),to-read,,,,0,,,0,,,,,,,"Fiction|156;Asian Literature,Japanese Literature|111;Cultural,Japan|88;Novels|27"
17799,"South of the Border, West of the Sun",Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0099448572""","=""9780099448570""",0,3.87,Vintage,Paperback,190,2006,1992,,2016/04/04,to-read,to-read (#241),to-read,,,,0,,,0,,,,,,,"Fiction|1022;Cultural,Japan|398;Asian Literature,Japanese Literature|361;Contemporary|181"
11298,"A Wild Sheep Chase (The Rat, #3)",Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""037571894X""","=""9780375718946""",0,3.94,Vintage,Paperback,353,2002,1982,,2016/04/04,to-read,to-read (#240),to-read,,,,0,,,0,,,,,,,Fantasy|218;Contemporary|150;Novels|134;Literary Fiction|61
11692,The Black Book,Orhan Pamuk,"Pamuk, Orhan",Maureen Freely,"=""1400078652""","=""9781400078653""",0,3.89,Vintage,Paperback,466,2006,1990,,2016/04/04,to-read,to-read (#239),to-read,,,,0,,,0,,,,,,,
2517,My Name is Red,Orhan Pamuk,"Pamuk, Orhan",Erdağ M. Göknar,"=""0375706852""","=""9780375706851""",0,3.83,Vintage,Paperback,417,2002,1998,,2016/04/04,to-read,to-read (#238),to-read,,,,0,,,0,,,,,,,"Fiction|909;Historical,Historical Fiction|530;Mystery|242;Literature|148;Novels|121"
28920,A Pale View of Hills,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""0571225373""","=""9780571225378""",0,3.70,Faber and Faber,Paperback,183,2005,1982,,2016/03/25,to-read,to-read (#237),to-read,,,,0,,,0,,,,,,,"Fiction|443;Cultural,Japan|174;Historical,Historical Fiction|121;Asian Literature,Japanese Literature|65"
11334,Song of Solomon,Toni Morrison,"Morrison, Toni",,"=""140003342X""","=""9781400033423""",0,4.01,Vintage,Paperback,337,2004,1977,,2016/03/25,to-read,to-read (#236),to-read,,,,0,,,0,,,,,,,"Fiction|1581;Classics|668;Cultural,African American|266;Literature|209;Historical,Historical Fiction|199"
6192,Disgrace,J.M. Coetzee,"Coetzee, J.M.",,"=""0143036378""","=""9780143036371""",0,3.83,Penguin Books,Paperback,220,2005,1999,,2016/03/25,to-read,to-read (#235),to-read,,,,0,,,0,,,,,,,"Fiction|1690;Cultural,Africa|440;Southern Africa,South Africa|244;Literature|224;Novels|205"
24994837,La Fin des temps,Haruki Murakami,"Murakami, Haruki",,"=""2757837052""","=""9782757837054""",0,4.15,Seuil,Mass Market Paperback,629,1992,1985,,2016/03/21,to-read,to-read (#234),to-read,,,,0,,,0,,,,,,,"Fiction|1864;Fantasy|685;Cultural,Japan|503;Asian Literature,Japanese Literature|460;Magical Realism|419;Science Fiction|364"
27821516,L'Étrange Bibliothèque,Haruki Murakami,"Murakami, Haruki","Kat Menschik, Hélène Morita","=""2714459552""","=""9782714459558""",0,3.55,Belfond,Paperback,72,2015,2005,,2016/03/21,to-read,to-read (#233),to-read,,,,0,,,0,,,,,,,"Fiction|787;Fantasy|439;Short Stories|325;Cultural,Japan|189;Magical Realism|182;Asian Literature,Japanese Literature|163"
589979,"Daughter of the Empire (The Empire Trilogy, #1)",Raymond E. Feist,"Feist, Raymond E.",Janny Wurts,"=""055327211X""","=""9780553272116""",0,4.24,Spectra,Mass Market Paperback,421,1988,1987,,2016/03/21,to-read,to-read (#232),to-read,,,,0,,,0,,,,,,,"Fantasy|998;Fiction|151;Fantasy,Epic Fantasy|103;Fantasy,High Fantasy|70;Science Fiction Fantasy|63"
13812,"Magician: Apprentice (The Riftwar Saga, #1)",Raymond E. Feist,"Feist, Raymond E.",,"=""0553564943""","=""9780553564945""",0,4.17,Bantam Spectra,Mass Market Paperback,485,1994,1982,,2016/03/21,to-read,to-read (#231),to-read,,,,0,,,0,,,,,,,"Fantasy,Epic Fantasy|199;Fantasy,High Fantasy|141;Science Fiction Fantasy|121;Fiction|114;Fantasy,Magic|114"
123471,I Am a Strange Loop,Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465030785""","=""9780465030781""",0,3.92,Basic Books,Hardcover,436,2007,2007,,2016/03/21,to-read,to-read (#230),to-read,,,,0,,,0,,,,,,,"Philosophy|324;Science|223;Nonfiction|205;Psychology|69;Science,Mathematics|40"
26352722,Que Ma Joie Demeure,Jean Giono,"Giono, Jean",,"=""2246123798""","=""9782246123798""",0,4.24,Grasset,ebook,490,2011,1935,,2016/03/09,to-read,to-read (#229),to-read,,,,0,,,0,,,,,,,"Fiction|15;Cultural,France|8;Classics|4;European Literature,French Literature|3;Magical Realism|3"
1514057,Un roi sans divertissement,Jean Giono,"Giono, Jean",,"=""2070362205""","=""9782070362202""",0,3.66,Editions Gallimard,Mass Market Paperback,244,2004,1947,,2016/03/09,to-read,to-read (#228),to-read,,,,0,,,0,,,,,,,
2939995,Two Riders of the Storm,Jean Giono,"Giono, Jean",Alan Brown,"=""0720611598""","=""9780720611595""",0,3.74,Peter Owen Publishers,Paperback,200,2002,1972,,2016/03/09,to-read,to-read (#227),to-read,,,,0,,,0,,,,,,,
120461,Oscar et la dame rose,Éric-Emmanuel Schmitt,"Schmitt, Éric-Emmanuel",,"=""2226135022""","=""9782226135025""",0,4.20,Albin Michel,Paperback,100,2002,1996,,2016/03/05,to-read,to-read (#226),to-read,,,,0,,,0,,,,,,,"Fiction|129;Cultural,France|119;Academic,School|64;Contemporary|51;European Literature,French Literature|49"
59149,Beware of Pity,Stefan Zweig,"Zweig, Stefan","Phyllis Blewitt, Trevor Blewitt","=""1590172000""","=""9781590172001""",0,4.19,NYRB Classics,Paperback,353,2006,1939,,2016/03/05,to-read,to-read (#225),to-read,,,,0,,,0,,,,,,,"Fiction|188;Classics|116;European Literature,German Literature|42;Novels|36;Literature|31"
629429,The World of Yesterday,Stefan Zweig,"Zweig, Stefan",Harry Zohn,"=""0803252242""","=""9780803252240""",0,4.45,University of Nebraska Press,Paperback,461,1964,1942,,2016/03/05,,,read,,,,1,,,0,,,,,,,"Nonfiction|178;Classics|55;History|51;Biography,Autobiography|44;European Literature,German Literature|36"
234225,Dune (Dune Chronicles #1),Frank Herbert,"Herbert, Frank",,"=""0340839937""","=""9780340839935""",5,4.19,Hodder & Stoughton,Paperback,604,2006,1965,2016/03/05,2016/02/11,,,read,,,,1,,,0,,,,,,"2016-02-28,2016-03-05",Science Fiction|9890;Fiction|4399;Fantasy|2791;Classics|2054
376561,Invitation to a Beheading,Vladimir Nabokov,"Nabokov, Vladimir",,"=""0679725318""","=""9780679725312""",0,3.94,Vintage,Paperback,223,1989,1936,,2016/02/11,to-read,to-read (#224),to-read,,,,0,,,0,,,,,,,"Fiction|371;Classics|167;Cultural,Russia|160;Literature,Russian Literature|100;Literature|66"
304217,Viriconium,M. John Harrison,"Harrison, M. John",Neil Gaiman,"=""0553383159""","=""9780553383157""",0,3.80,Spectra,Paperback,462,2005,2000,,2016/02/11,to-read,to-read (#223),to-read,,,,0,,,0,,,,,,,"Fantasy|251;Science Fiction|59;Fiction|55;Short Stories|25;Weird Fiction,New Weird|24"
6493321,Logicomix: An epic search for truth,Apostolos Doxiadis,"Doxiadis, Apostolos","Christos H. Papadimitriou, Alecos Papadatos, Annie Di Donna","=""1596914521""","=""9781596914520""",0,4.01,Bloomsbury (NYC),Paperback,352,2009,2009,,2016/01/19,,,read,,,,1,,,0,,,,,,,"Sequential Art,Graphic Novels|524;Nonfiction|212;History|157;Biography|157;Philosophy|121"
15195,"The Complete Maus (Maus, #1-2)",Art Spiegelman,"Spiegelman, Art",,"=""0141014083""","=""9780141014081""",0,4.53,Penguin Books,Paperback,296,2003,1986,,2016/01/18,,,read,,,,1,,,0,,,,,,,"Nonfiction|342;World War II,Holocaust|304;Sequential Art,Comics|252;Graphic Novels Comics|196;Sequential Art,Graphic Novels|188;Classics|190;War,World War II|153"
7628,The Good Soldier,Ford Madox Ford,"Ford, Ford Madox","Kenneth Womack, William Baker","=""1551113813""","=""9781551113814""",3,3.72,Broadview Press Inc,Paperback,368,2003,1915,2016/01/18,2016/01/18,,,read,,,,1,,,0,,,,,,"2016-01-18,2016-01-18","Fiction|560;Classics|538;Literature|119;European Literature,British Literature|84"
13314298,死神永生 (三体 #Ⅲ),Liu Cixin,"Cixin, Liu",刘慈欣,"=""7229030935""","=""9787229030933""",0,4.45,重庆出版社,Paperback,513,2010,2010,,2016/01/09,to-read,to-read (#222),to-read,,,,0,,,0,,,,,,,Science Fiction|468;Fiction|192
23168817,"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""076537708X""","=""9780765377081""",0,4.38,Tor Books,Hardcover,512,2015,2008,,2016/01/09,to-read,to-read (#221),to-read,,,,0,,,0,,,,,,,"Science Fiction|665;Fiction|295;Cultural,China|57"
736394,The Keep,Jennifer Egan,"Egan, Jennifer",,"=""1400079748""","=""9781400079742""",0,3.43,Anchor,Paperback,255,2007,2006,,2016/01/08,to-read,to-read (#220),to-read,,,,0,,,0,,,,,,,Fiction|395;Mystery|92;Gothic|55;Horror|42;Novels|33
25739005,Beginners,Raymond Carver,"Carver, Raymond",,"=""0307947920""","=""9780307947925""",0,4.20,Vintage,Paperback,240,2015,2009,,2016/01/05,to-read,to-read (#219),to-read,,,,0,,,0,,,,,,,
17939324,The Sound and the Fury,William Faulkner,"Faulkner, William",Michael Gorra,"=""0393912698""","=""9780393912692""",0,3.86,W. W. Norton & Company,Paperback,528,2014,1929,,2016/01/05,to-read,to-read (#218),to-read,,,,0,,,0,,,,,,,"Fiction|2594;Literature|603;Classics|556;Literature,American|332;Novels|299"
18655998,The Goldfinch,Donna Tartt,"Tartt, Donna",,"=""0316055441""","=""9780316055444""",0,3.87,Back Bay Books,Paperback,771,2015,2013,,2016/01/05,to-read,to-read (#216),to-read,,,,0,,,0,,,,,,,Fiction|5529;Contemporary|1004;Literary Fiction|637;Art|487;Audiobook|466;Abandoned|428;Mystery|395;Novels|388;Adult Fiction|386;Adult|367
13480960,The Stranger,Albert Camus,"Camus, Albert",Matthew Ward,"=""0679720200""","=""9780679720201""",0,3.96,Vintage International,Paperback,123,1989,1942,,2016/01/05,to-read,to-read (#217),to-read,,,,0,,,0,,,,,,,"Classics|6898;Fiction|6237;Philosophy|3175;Cultural,France|1530;Literature|1322;Novels|752"
9691607,Room,Emma Donoghue,"Donoghue, Emma",,"=""0316098329""","=""9780316098328""",0,4.03,Back Bay Books,Paperback,321,2011,2010,,2016/01/05,to-read,to-read (#215),to-read,,,,0,,,0,,,,,,,Fiction|5999;Contemporary|1457;Adult|730;Adult Fiction|652
17165596,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""159463193X""","=""9781594631931""",0,4.26,Riverhead Books,Paperback,371,2013,2003,,2016/01/05,to-read,to-read (#214),to-read,,,,0,,,0,,,,,,,"Fiction|11825;Historical,Historical Fiction|3807;Contemporary|1219"
7171913,A Moveable Feast,Ernest Hemingway,"Hemingway, Ernest","Patrick Hemingway, Seán Hemingway","=""143918271X""","=""9781439182710""",0,4.04,Scribner,Paperback,236,2010,1964,,2016/01/05,to-read,to-read (#213),to-read,,,,0,,,0,,,,,,,"Classics|1630;Nonfiction|993;Autobiography,Memoir|741;Biography|333;Literature|278"
12292211,The Girl Who Played with Fire,Stieg Larsson,"Larsson, Stieg",,"=""0307949508""","=""9780307949509""",0,4.22,"Vintage Books, a division of Random House, Inc., New York",Mass Market Paperback,724,2011,2006,,2016/01/05,to-read,to-read (#212),to-read,,,,0,,,0,,,,,,,"Fiction|6572;Mystery|5462;Mystery,Crime|2401;Suspense|890;Thriller,Mystery Thriller|881;Thriller|629"
12844328,Girl Who Kicked The Hornet's Nest,Stieg Larsson,"Larsson, Stieg",,"=""0307742539""","=""9780307742537""",0,4.20,"Vintage Crime, Random House",Mass Market Paperback,820,2012,2007,,2016/01/05,to-read,to-read (#211),to-read,,,,0,,,0,,,,,,,"Fiction|5721;Mystery|4331;Thriller|2936;Mystery,Crime|2045"
53835,The Age of Innocence,Edith Wharton,"Wharton, Edith",Maureen Howard,"=""159308143X""","=""9781593081430""",0,3.93,Barnes  Noble Classics,Paperback,305,2004,1920,,2016/01/05,to-read,to-read (#210),to-read,,,,0,,,0,,,,,,,"Classics|4481;Fiction|1996;Historical,Historical Fiction|555;Romance|466;Literature|381"
2544454,Siddhartha,Hermann Hesse,"Hesse, Hermann","Robert A.F. Thurman, Rika Lesser","=""1593083793""","=""9781593083793""",0,3.99,Barnes  Noble Classics,Paperback,160,2007,1922,,2016/01/05,to-read,to-read (#209),to-read,,,,0,,,0,,,,,,,Classics|4764;Fiction|4576;Philosophy|2292;Literature|918;Religion|913;Spirituality|830
51533,Sons and Lovers,D.H. Lawrence,"Lawrence, D.H.",Victoria Blake,"=""1593080131""","=""9781593080136""",0,3.61,Barnes  Noble Classics,Paperback,512,2003,1913,,2016/01/05,to-read,to-read (#208),to-read,,,,0,,,0,,,,,,,Classics|1458;Fiction|890;Literature|216
19090,Middlemarch,George Eliot,"Eliot, George","Megan McDaniel, Lynne Sharon Schwartz, Lynn Sharon Schwartz","=""1593080239""","=""9781593080235""",0,3.93,Barnes  Noble Classics,Paperback,848,2003,1871,,2016/01/05,to-read,to-read (#207),to-read,,,,0,,,0,,,,,,,"Classics|4707;Fiction|2089;Literature|422;Historical,Historical Fiction|384"
11275,The Wind-Up Bird Chronicle,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0965341984""","=""9780965341981""",0,4.17,Knopf,Paperback,607,1997,1994,,2015/12/13,to-read,to-read (#206),to-read,,,,0,,,0,,,,,,,"Fiction|3587;Cultural,Japan|849;Magical Realism|847;Asian Literature,Japanese Literature|671;Fantasy|592"
10357575,1Q84,Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel","=""0307593312""","=""9780307593313""",5,3.89,Knopf,Hardcover,925,2011,2009,,2015/12/13,,,read,,,,1,,,0,,,,,,,"Fiction|2691;Fantasy|1062;Cultural,Japan|540;Magical Realism|515;Science Fiction|513;Asian Literature,Japanese Literature|390;Contemporary|295;Abandoned|272;Literature|264;Novels|201"
26870956,Proust: The Search (Jewish Lives),Benjamin Taylor,"Taylor, Benjamin",,"=""""","=""""",0,4.04,Yale University Press,Kindle Edition,224,2015,2015,,2015/12/08,to-read,to-read (#204),to-read,,,,0,,,0,,,,,,,"Biography|7;Nonfiction|3;Criticism,Literary Criticism|2"
24611937,"Strangers Drowning: Grappling with Impossible Idealism, Drastic Choices, and the Overpowering Urge to Help",Larissa MacFarquhar,"MacFarquhar, Larissa",,"=""1594204330""","=""9781594204333""",0,3.89,Penguin Press,Hardcover,400,2015,2015,,2015/12/08,to-read,to-read (#203),to-read,,,,0,,,0,,,,,,,Nonfiction|143;Philosophy|42;Sociology|15
497499,The Door,Magda Szabó,"Szabó, Magda",Len Rix,"=""1843431939""","=""9781843431930""",0,4.06,Harvill Press,Hardcover,272,2005,1987,,2015/12/04,to-read,to-read (#202),to-read,,,,0,,,0,,,,,,,"Fiction|339;Cultural,Hungary|100;Historical,Historical Fiction|74;European Literature,Hungarian Literature|60"
22929586,A Manual for Cleaning Women: Selected Stories,Lucia Berlin,"Berlin, Lucia","Stephen Emerson, Lydia Davis","=""0374202397""","=""9780374202392""",0,4.17,"Farrar, Straus and Giroux",Hardcover,432,2015,2015,,2015/12/04,to-read,to-read (#201),to-read,,,,0,,,0,,,,,,,Short Stories|672;Fiction|335;Abandoned|35
21400742,Outline,Rachel Cusk,"Cusk, Rachel",,"=""0571233627""","=""9780571233625""",0,3.44,Faber & Faber,Hardcover,249,2014,2014,,2015/12/04,to-read,to-read (#200),to-read,,,,0,,,0,,,,,,,"Fiction|296;Contemporary|42;Novels|38;Literary Fiction|35;Cultural,Greece|32"
22237161,The Sellout,Paul Beatty,"Beatty, Paul",,"=""0374260508""","=""9780374260507""",0,3.80,"Farrar, Straus and Giroux",Hardcover,289,2015,2015,,2015/12/04,to-read,to-read (#199),to-read,,,,0,,,0,,,,,,,Fiction|599;Humor|199;Race|130;Abandoned|119
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""0812993543""","=""9780812993547""",0,4.40,Spiegel & Grau,Hardcover,152,2015,2015,,2015/12/04,to-read,to-read (#198),to-read,,,,0,,,0,,,,,,,"Nonfiction|1891;Race|628;Autobiography,Memoir|586;Social Movements,Social Justice|313"
18803640,H is for Hawk,Helen Macdonald,"Macdonald, Helen",,"=""0224097008""","=""9780224097000""",0,3.74,Jonathan Cape,Hardcover,300,2014,2015,,2015/12/04,to-read,to-read (#197),to-read,,,,0,,,0,,,,,,,"Nonfiction|1478;Autobiography,Memoir|956;Biography|338;Environment,Nature|329;Animals|260"
22237163,One of Us: The Story of Anders Breivik and the Massacre in Norway,Åsne Seierstad,"Seierstad, Åsne",Sarah Death,"=""0374277893""","=""9780374277895""",0,4.32,"Farrar, Straus and Giroux",Hardcover,530,2015,2013,,2015/12/04,to-read,to-read (#196),to-read,,,,0,,,0,,,,,,,"Nonfiction|395;Crime,True Crime|112"
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465026567""","=""9780465026562""",0,4.30,Basic Books,Paperback,822,1999,1979,,2015/11/29,to-read,to-read (#195),to-read,,,,0,,,0,,,,,,,"Science|1410;Nonfiction|1309;Science,Mathematics|324;Philosophy|281;Music|182"
910863,"Spin (Spin, #1)",Robert Charles Wilson,"Wilson, Robert Charles",,"=""076534825X""","=""9780765348258""",0,4.01,Tor Science Fiction,Mass Market Paperback,458,2006,2005,,2015/11/26,to-read,to-read (#194),to-read,,,,0,,,0,,,,,,,Science Fiction|1252;Fiction|365
6506307,"Blackout (All Clear, #1)",Connie Willis,"Willis, Connie",,"=""0553803190""","=""9780553803198""",0,3.83,Spectra Books,Paperback,610,2010,2010,,2015/11/26,to-read,to-read (#193),to-read,,,,0,,,0,,,,,,,"Science Fiction|957;Science Fiction,Time Travel|587;Historical,Historical Fiction|547;Fiction|445;Historical|205"
