Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID,read_dates,genres
212412,Nocturno de Chile,Roberto Bolaño,"Bolaño, Roberto",,"=""8433924648""","=""9788433924643""",4,3.86,Anagrama,Paperback,152,2013,2000,2015/08/30,2015/07/26,,,read,,,,1,,,0,,,,,,"2015-08-28,2015-08-30","Fiction|212;Cultural,Latin American|46;Literature|41;Novels|37;European Literature,Spanish Literature|26;Contemporary|23;Historical,Historical Fiction|18;Literature,Latin American Literature|18;Literary Fiction|16;Novella|14"
137277,The Europeans,Henry James,"James, Henry","Patricia Crick, Tony Tanner","=""0140621954""","=""9780140621952""",3,3.60,Penguin Books,Paperback,192,1996,1878,,2015/07/16,,,read,,,,1,,,0,,,,,,,"Classics|169;Fiction|110;Literature,American|30;Literature,19th Century|25;Literature|23"
264,The Portrait of a Lady,Henry James,"James, Henry",Patricia Crick,"=""0141439637""","=""9780141439631""",0,3.76,Penguin Classics,Paperback,656,2003,1881,,2015/07/16,to-read,to-read (#116),to-read,,,,0,,,0,,,,,,,"Classics|2662;Fiction|1066;Literature|229;Literature,19th Century|175"
6224935,This is Where I Leave You,Jonathan Tropper,"Tropper, Jonathan",,"=""052595127X""","=""9780525951278""",0,3.88,Orion,Hardcover,339,2009,2009,,2015/07/14,to-read,to-read (#115),to-read,,,,0,,,0,,,,,,,Fiction|1558;Humor|346;Contemporary|271
10600242,How to Be a Woman,Caitlin Moran,"Moran, Caitlin",,"=""0091940737""","=""9780091940737""",0,3.73,Ebury Press,Paperback,312,2011,2011,,2015/07/14,to-read,to-read (#114),to-read,,,,0,,,0,,,,,,,"Nonfiction|2595;Feminism|1520;Autobiography,Memoir|854;Humor|609;Biography|422"
4137,Me Talk Pretty One Day,David Sedaris,"Sedaris, David",,"=""0349113912""","=""9780349113913""",0,3.97,"Little, Brown and Company",Paperback,272,2001,2000,,2015/07/14,to-read,to-read (#113),to-read,,,,0,,,0,,,,,,,"Humor|3613;Nonfiction|3555;Autobiography,Memoir|2066;Writing,Essays|1226;Short Stories|765"
9791,A Walk in the Woods,Bill Bryson,"Bryson, Bill",,"=""0307279464""","=""9780307279460""",0,4.05,Anchor Books,Mass Market Paperback,397,2007,1997,,2015/07/14,to-read,to-read (#112),to-read,,,,0,,,0,,,,,,,"Nonfiction|4642;Travel|3154;Humor|1296;Autobiography,Memoir|1109;Environment,Nature|609;Adventure|473;Biography|333;Audiobook|225;Nature,Outdoors|208;History|204"
4980,Breakfast of Champions,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385334206""","=""9780385334204""",0,4.08,Dell Publishing,Paperback,303,1999,1973,,2015/07/14,to-read,to-read (#111),to-read,,,,0,,,0,,,,,,,Classics|1254;Science Fiction|634;Humor|478;Literature|375;Novels|286
43945,Portnoy's Complaint,Philip Roth,"Roth, Philip",Luca Marinelli,"=""0099399016""","=""9780099399018""",0,3.69,Vintage,Paperback,274,1995,1969,,2015/07/14,to-read,to-read (#110),to-read,,,,0,,,0,,,,,,,"Classics|244;Literature|143;Literature,American|127;Literature,Jewish|86"
52762,The Stories of Breece D'J Pancake,Breece D'J Pancake,"Pancake, Breece D'J","James Alan McPherson, Andre Dubus III","=""0316715972""","=""9780316715973""",0,4.15,Back Bay Books,Paperback,192,2002,1983,,2015/07/14,to-read,to-read (#109),to-read,,,,0,,,0,,,,,,,"Short Stories|263;Fiction|126;Literature|15;Literature,American|12"
9557,Sputnik Sweetheart,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0099448475""","=""9780099448471""",0,3.82,Vintage,Paperback,229,2002,1999,,2015/07/14,to-read,to-read (#108),to-read,,,,0,,,0,,,,,,,"Fiction|610;Cultural,Japan|546;Magical Realism|316;Contemporary|255;Romance|209"
46199,Letters to a Young Poet,Rainer Maria Rilke,"Rilke, Rainer Maria","Reginald Snell, Franz Xaver Kappus","=""0486422453""","=""9780486422459""",0,4.34,Dover Publications,Paperback,80,2002,1929,,2015/07/14,to-read,to-read (#107),to-read,,,,0,,,0,,,,,,,"Poetry|1437;Nonfiction|786;Classics|452;Language,Writing|269;Philosophy|213"
10956,The Virgin Suicides,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""0747560595""","=""9780747560593""",0,3.83,Bloomsbury Publishing PLC,Paperback,250,2002,1993,,2015/07/14,to-read,to-read (#106),to-read,,,,0,,,0,,,,,,,Fiction|962;Young Adult|508
12868761,Let's Pretend This Never Happened: A Mostly True Memoir,Jenny  Lawson,"Lawson, Jenny",,"=""0399159010""","=""9780399159015""",0,3.90,Amy Einhorn: Putnam,Hardcover,318,2012,2012,,2015/07/14,to-read,to-read (#105),to-read,,,,0,,,0,,,,,,,"Nonfiction|2551;Humor|2116;Autobiography,Memoir|1988;Biography|643"
3985,The Amazing Adventures of Kavalier & Clay,Michael Chabon,"Chabon, Michael",,"=""0312282990""","=""9780312282998""",0,4.17,Picador,Paperback,639,2000,2000,,2015/07/14,to-read,to-read (#104),to-read,,,,0,,,0,,,,,,,"Fiction|3760;Historical,Historical Fiction|1079;Literature|313;Novels|309"
1474628,The Monsters of Templeton,Lauren Groff,"Groff, Lauren",,"=""0434017841""","=""9780434017843""",0,3.58,Voice,Hardcover,384,2008,2008,,2015/07/14,to-read,to-read (#103),to-read,,,,0,,,0,,,,,,,"Fiction|645;Mystery|159;Fantasy|131;Historical,Historical Fiction|107;Magical Realism|87"
6318283,Desert,Jean-Marie G. Le Clézio,"Clézio, Jean-Marie G. Le",C. Dickson,"=""1567923860""","=""9781567923865""",0,3.69,David R. Godine Publisher,Hardcover,352,2009,1980,,2015/07/13,to-read,to-read (#102),to-read,,,,0,,,0,,,,,,,"Cultural,France|23;Cultural,Africa|22;Nobel Prize|21;European Literature,French Literature|20;Fiction|11"
11449,Cathedral,Raymond Carver,"Carver, Raymond",,"=""0679723692""","=""9780679723691""",0,4.30,Vintage,Paperback,230,1989,1983,,2015/07/13,to-read,to-read (#101),to-read,,,,0,,,0,,,,,,,"Short Stories|727;Classics|77;Literature|74;Literature,American|62;Fiction|53"
11446,"Will You Please Be Quiet, Please?",Raymond Carver,"Carver, Raymond",,"=""0099449897""","=""9780099449898""",0,4.29,Vintage Random House ,Paperback,181,2003,1976,,2015/07/13,to-read,to-read (#100),to-read,,,,0,,,0,,,,,,,"Short Stories|470;Fiction|237;Literature,American|38;Classics|34"
11438,What We Talk About When We Talk About Love,Raymond Carver,"Carver, Raymond",,"=""0679723056""","=""9780679723059""",0,4.22,Vintage Contemporaries / Vintage Books,Paperback,159,1989,1981,,2015/07/13,to-read,to-read (#99),to-read,,,,0,,,0,,,,,,,"Short Stories|1380;Fiction|764;Classics|162;Literature|108;Literature,American|107"
816926,Thérèse Raquin,Émile Zola,"Zola, Émile","Robert Abirached, Auguste Dezelay, Laurence Martin","=""2253010073""","=""9782253010074""",4,3.71,Livre de Poche,Mass Market Paperback,317,1985,1867,,2015/07/13,,,read,,,,1,,,0,,,,,,,"Classics|713;Fiction|322;Cultural,France|213;European Literature,French Literature|124"
389136,Sido suivi de Les vrilles de la vigne,Colette,"Colette, Colette",,"=""2253005231""","=""9782253005230""",3,3.57,Livre de Poche,Mass Market Paperback,243,1991,1929,,2015/07/13,,,read,,,,1,,,0,,,,,,,"European Literature,French Literature|3;Fiction|3;Classics|2;Roman|2"
139087,The Line of Beauty,Alan Hollinghurst,"Hollinghurst, Alan",,"=""0739464469""","=""9780739464465""",0,3.70,Bloomsbury,Paperback,438,2004,2004,,2015/07/08,to-read,to-read (#98),to-read,,,,0,,,0,,,,,,,"Fiction|488;Glbt|145;Glbt,Gay|78"
6693,Fantastic Mr. Fox,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0375822070""","=""9780375822070""",3,4.03,Knopf Books for Young Readers,Hardcover,96,2002,1970,,2015/06/30,,,read,,,,1,,,0,,,,,,,Childrens|1066;Fiction|734;Fantasy|514
394689,Tales of the Unexpected,Roald Dahl,"Dahl, Roald",,"=""0679729895""","=""9780679729891""",4,4.16,Random House Vintage Books,Paperback,471,1990,1979,,2015/06/30,,,read,,,,1,,,0,,,,,,,Short Stories|277;Fiction|198;Fantasy|41;Classics|39;Horror|35
6319,The BFG,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0141311371""","=""9780141311371""",4,4.22,Puffin Books,Paperback,195,2001,1982,,2015/06/30,,,read,,,,1,,,0,,,,,,,Childrens|2070;Fantasy|2033;Classics|809
6327,The Witches,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0590032496""","=""9780590032490""",3,4.17,Scholastic Inc.,Paperback,208,1997,1983,,2015/06/30,,,read,,,,1,,,0,,,,,,,Childrens|1909;Fantasy|1880;Fiction|1298
31456,The Twits,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0141318309""","=""9780141318301""",3,3.94,Puffin Books,Paperback,96,2004,1980,,2015/06/30,,,read,,,,1,,,0,,,,,,,"Childrens|128;Young Adult|86;Humor,Comedy|61;Fiction|56"
39988,Matilda,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0141301066""","=""9780141301068""",5,4.29,Puffin,Paperback,240,1998,1988,,2015/06/30,,,read,,,,1,,,0,,,,,,,Young Adult|1026;Childrens|728;Humor|415
1582506,King of the Cloud Forests,Michael Morpurgo,"Morpurgo, Michael",,"=""1405226684""","=""9781405226684""",3,3.76,Egmont UK,Paperback,192,2006,1987,,2015/06/30,,,read,,,,1,,,0,,,,,,,
792162,The Wreck of the Zanzibar,Michael Morpurgo,"Morpurgo, Michael",Christian Birmingham,"=""1405209305""","=""9781405209304""",3,3.70,Egmont,Paperback,124,2003,1995,,2015/06/30,,,read,,,,1,,,0,,,,,,,"Childrens|28;Historical,Historical Fiction|19;Fiction|16"
6631750,Running Wild,Michael Morpurgo,"Morpurgo, Michael",,"=""0007267010""","=""9780007267019""",3,4.18,HarperCollins Children's Books,Hardcover,352,2009,2009,,2015/06/30,,,read,,,,1,,,0,,,,,,,
1033346,Kensuke's Kingdom,Michael Morpurgo,"Morpurgo, Michael",Michael Foreman,"=""1405221747""","=""9781405221740""",4,4.07,Egmont,Paperback,176,2005,1999,,2015/06/30,,,read,,,,1,,,0,,,,,,,"Childrens|84;Adventure|81;Fiction|75;Young Adult|33;Historical,Historical Fiction|29;Childrens,Middle Grade|24;Adventure,Survival|24;Academic,School|21;Realistic Fiction|20;Novels|16"
2319961,Psychanalyse des contes de fées,Bruno Bettelheim,"Bettelheim, Bruno",,"=""2266095781""","=""9782266095785""",3,3.87,Laffont,Mass Market Paperback,442,,1975,,2015/06/30,,,read,,,,1,,,0,,,,,,,"Nonfiction|313;Psychology|93;Fantasy,Fairy Tales|53;Folklore|39;Criticism,Literary Criticism|33"
3299,De amor y de sombra,Isabel Allende,"Allende, Isabel",,"=""006095129X""","=""9780060951290""",0,3.96,Diana,Paperback,267,,1984,,2015/06/30,to-read,to-read (#97),to-read,,,,0,,,0,,,,,,,"Historical,Historical Fiction|97;Fiction|88;Romance|78;Magical Realism|63"
11454,The Stories of Raymond Carver,Raymond Carver,"Carver, Raymond",,"=""0330285521""","=""9780330285520""",0,4.48,Picador,Paperback,447,1985,1985,,2015/06/30,to-read,to-read (#96),to-read,,,,0,,,0,,,,,,,Fiction|19;Short Stories|17
6859940,"Au Bonheur des Dames (Les Rougon-Macquart, #11)",Émile Zola,"Zola, Émile",,"=""2081229196""","=""9782081229198""",3,3.97,GF - Flammarion,Paperback,567,2009,1871,,2015/06/30,,,read,,,,1,,,0,,,,,,,"Classics|250;Fiction|162;Cultural,France|139;European Literature,French Literature|78"
159977,Le Père Goriot,Honoré de Balzac,"Balzac, Honoré de",,"=""2070409341""","=""9782070409341""",4,3.82,Gallimard ,Mass Market Paperback,436,1999,1834,,2015/06/30,,,read,,,,1,,,0,,,,,,,"Classics|1047;Fiction|513;Cultural,France|400;European Literature,French Literature|215;Literature|141;Literature,19th Century|126;Academic,School|92;Novels|82;Academic,Read For School|36;Classics,Classic Literature|35"
3423443,Into the Wild,Jon Krakauer,"Krakauer, Jon",,"=""2264048301""","=""9782264048301""",4,3.95,10/18,Paperback,284,2008,1996,,2015/06/30,,,read,,,,1,,,0,,,,,,,Nonfiction|6423;Biography|1938;Adventure|1175;Travel|1089
69716,Annie John,Jamaica Kincaid,"Kincaid, Jamaica",,"=""0099773813""","=""9780099773818""",4,3.64,Vintage,Paperback,148,1997,1985,,2015/06/30,,,read,,,,1,,,0,,,,,,,"Fiction|190;Young Adult|36;Classics|32;Young Adult,Coming Of Age|26"
1383701,Death of a Salesman,Arthur Miller,"Miller, Arthur",,"=""0141182741""","=""9780141182742""",4,3.49,Penguin Classics,Paperback,112,2000,1949,,2015/06/30,,,read,,,,1,,,0,,,,,,,"Classics|3552;Academic,School|609;Plays,Theatre|336;Academic,Read For School|309;Young Adult,High School|261"
1214414,La nuit des temps,René Barjavel,"Barjavel, René",,"=""2266152424""","=""9782266152426""",3,4.12,Pocket,Mass Market Paperback,393,2007,1968,,2015/06/30,,,read,,,,1,,,0,,,,,,,"Cultural,France|60;Science Fiction|55;Fiction|22;European Literature,French Literature|19"
25870,Lord of the Flies,William Golding,"Golding, William",,"=""0571084834""","=""9780571084838""",4,3.64,Faber & Faber,Paperback,223,1958,1954,,2015/06/30,,,read,,,,1,,,0,,,,,,,"Classics|20779;Fiction|11257;Young Adult|2811;Academic,School|2128;Literature|1796;Science Fiction,Dystopia|1604;Academic,Read For School|1002;Novels|928;Adventure|822;Young Adult,High School|750"
506576,Les Mots pour le dire,Marie Cardinal,"Cardinal, Marie",,"=""2253015598""","=""9782253015598""",4,3.94,Le Livre de Poche,Mass Market Paperback,279,1977,1975,,2015/06/30,,,read,,,,1,,,0,,,,,,,"Cultural,France|11;Fiction|9;Psychology|9;Classics|4"
397537,À l'ouest rien de nouveau,Erich Maria Remarque,"Remarque, Erich Maria",,"=""225300670X""","=""9782253006701""",4,3.92,Le Livre de Poche,Mass Market Paperback,253,1973,1929,,2015/06/30,,,read,,,,1,,,0,,,,,,,"Classics|4738;Fiction|3148;Historical,Historical Fiction|2093;War|1478;Literature|554"
3290883,Cause Des Femmes,Gisèle Halimi,"Halimi, Gisèle",,"=""2070384586""","=""9782070384587""",3,3.96,Gallimard Education,Paperback,304,1992,1920,,2015/06/30,,,read,,,,1,,,0,,,,,,,Feminism|5
1402155,Ferragus / La fille aux yeux d'or (Garnier-Flammarion),Honoré de Balzac,"Balzac, Honoré de",,"=""2080704583""","=""9782080704580""",3,3.54,Editions Flammarion,Paperback,350,1993,1835,,2015/06/30,,,read,,,,1,,,0,,,,,,,
996124,Les Animaux dénaturés,Vercors,"Vercors, Vercors",,"=""2253010235""","=""9782253010234""",3,3.90,Le Livre de Poche,Mass Market Paperback,288,2014,1952,,2015/06/30,,,read,,,,1,,,0,,,,,,,"Fiction|12;Science Fiction|9;Cultural,France|7"
9576580,"Dehors les Chiens, les Infidèles",Maïa Mazaurette,"Mazaurette, Maïa",,"=""2070343243""","=""9782070343249""",4,3.63,Folio,Mass Market Paperback,448,2010,2008,,2015/06/30,,,read,,,,1,,,0,,,,,,,
246439,Odas Elementales,Pablo Neruda,"Neruda, Pablo",,"=""9507314148""","=""9789507314148""",0,4.39,Editorial Seix Barral,Paperback,277,2004,1954,,2015/06/30,to-read,to-read (#95),to-read,,,,0,,,0,,,,,,,"Poetry|115;European Literature,Spanish Literature|8;Cultural,Latin American|6;Literature,Latin American Literature|5"
355513,Les Testaments trahis,Milan Kundera,"Kundera, Milan",,"=""2070414345""","=""9782070414345""",4,4.03,Gallimard,Paperback,322,2000,1993,,2015/06/30,,,read,,,,1,,,0,,,,,,,"Criticism,Literary Criticism|16;Fiction|13;Philosophy|12;Criticism|11;Art|9;Literature|9"
730165,Le Baron perché,Italo Calvino,"Calvino, Italo",Juliette Bertrand,"=""2020551470""","=""9782020551472""",4,4.06,Seuil,Paperback,321,2002,1957,,2015/06/30,,,read,,,,1,,,0,,,,,,,"Fiction|465;Classics|152;European Literature,Italian Literature|125;Cultural,Italy|88;Literature|86;Novels|85;Fantasy|84"
273926,El coronel no tiene quien le escriba,Gabriel García Márquez,"Márquez, Gabriel García",,"=""8497592352""","=""9788497592352""",4,3.71,DeBolsillo,Paperback,104,2009,1961,,2015/06/30,,,read,,,,1,,,0,,,,,,,"Fiction|184;European Literature,Spanish Literature|97;Classics|92;Literature,Latin American Literature|40"
18330383,Collected Poems,Sujata Bhatt,"Bhatt, Sujata",,"=""185754997X""","=""9781857549973""",0,4.38,Carcanet Press Ltd,Paperback,320,2013,2013,,2015/06/30,to-read,to-read (#94),to-read,,,,0,,,0,,,,,,,
387810,"Selected Poems, 1954-1986",Tomas Tranströmer,"Tranströmer, Tomas","Robert Hass, May Swenson, Eric Sellin, Robin Fulton, Samuel Charters","=""0880014032""","=""9780880014038""",0,4.29,Ecco,Paperback,208,2000,1981,,2015/06/30,to-read,to-read (#93),to-read,,,,0,,,0,,,,,,,
367802,Collected Poems,Dylan Thomas,"Thomas, Dylan",,"=""0811202054""","=""9780811202053""",0,4.20,New Directions Publishing Corporation,Paperback,203,2002,1952,,2015/06/30,to-read,to-read (#92),to-read,,,,0,,,0,,,,,,,"Poetry|128;Classics|6;Literature,20th Century|6"
20342676,"E. E. Cummings: Complete Poems, 1904-1962 (Revised, Corrected, and Expanded Edition)",E.E. Cummings,"Cummings, E.E.",George James Firmage,"=""""","=""""",0,4.35,Liveright,Hardcover,1136,1994,1991,,2015/06/30,to-read,to-read (#91),to-read,,,,0,,,0,,,,,,,Poetry|1151
395090,Ariel,Sylvia Plath,"Plath, Sylvia",,"=""0060931728""","=""9780060931728""",0,4.23,Harper Perennial Modern Classics,Paperback,105,1999,1965,,2015/06/30,to-read,to-read (#90),to-read,,,,0,,,0,,,,,,,Poetry|3765;Classics|438;Feminism|108;Fiction|99
313277,Birthday Letters,Ted Hughes,"Hughes, Ted",,"=""0374525811""","=""9780374525811""",0,3.93,"Farrar, Straus and Giroux",Paperback,198,1999,1998,,2015/06/30,to-read,to-read (#89),to-read,,,,0,,,0,,,,,,,"Poetry|1016;Nonfiction|33;Classics|27;Biography|22;European Literature,British Literature|18"
481558,Wide Sargasso Sea,Jean Rhys,"Rhys, Jean",,"=""0393308804""","=""9780393308808""",0,3.57,W. W. Norton & Company,Paperback,190,1992,1966,,2015/06/30,to-read,to-read (#88),to-read,,,,0,,,0,,,,,,,Fiction|1506;Classics|1084;Literature|190
530965,The Day of the Triffids,John Wyndham,"Wyndham, John",,"=""0812967127""","=""9780812967128""",0,4.00,Modern Library,Paperback,228,2003,1951,,2015/06/30,to-read,to-read (#87),to-read,,,,0,,,0,,,,,,,"Science Fiction|1926;Fiction|797;Classics|573;Horror|342;Apocalyptic,Post Apocalyptic|290;Science Fiction,Dystopia|226"
11713,The English Patient,Michael Ondaatje,"Ondaatje, Michael",,"=""0771068719""","=""9780771068713""",0,3.88,McClelland & Stewart,Hardcover,320,2006,1992,,2015/06/30,to-read,to-read (#86),to-read,,,,0,,,0,,,,,,"2017-10-09,2017-10-09","Historical,Historical Fiction|999;Fiction|542;Classics|398;Romance|324;Cultural,Canada|237"
46164,Tender Is the Night,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""068480154X""","=""9780684801544""",0,3.83,Scribner,Paperback,317,1995,1933,,2015/06/30,to-read,to-read (#85),to-read,,,,0,,,0,,,,,,,"Classics|2623;Fiction|1673;Literature|315;Literature,American|225;Romance|196;Novels|188;Literature,20th Century|130;Cultural,France|105;Classics,Modern Classics|86;Literary Fiction|84"
387348,The Group,Mary McCarthy,"McCarthy, Mary",,"=""0156372088""","=""9780156372084""",0,3.66,Mariner Books,Paperback,496,1991,1963,,2015/06/30,to-read,to-read (#84),to-read,,,,0,,,0,,,,,,,"Fiction|451;Classics|162;Historical,Historical Fiction|104;Novels|63"
2818398,The Clothes On Their Backs,Linda Grant,"Grant, Linda",,"=""1844085414""","=""9781844085415""",0,3.29,Virago Press (UK),Hardcover,293,,2008,,2015/06/30,to-read,to-read (#83),to-read,,,,0,,,0,,,,,,,"Fiction|88;Historical,Historical Fiction|19;European Literature,British Literature|13;Contemporary|9;Literary Fiction|7;Literature,Jewish|5;Historical|5;Modern|5;Family|4;Female Authors|3"
31122,I Capture the Castle,Dodie Smith,"Smith, Dodie",,"=""0312181108""","=""9780312181109""",4,4.00,Wyatt Book,Hardcover,343,1998,1948,,2015/06/30,,,read,,,,1,,,0,,,,,,,"Fiction|1745;Classics|1703;Young Adult|1010;Historical,Historical Fiction|680;Romance|552"
3102,Howards End,E.M. Forster,"Forster, E.M.",,"=""0486424545""","=""9780486424545""",0,3.95,Dover Publications,Paperback,246,2002,1910,,2015/06/30,to-read,to-read (#82),to-read,,,,0,,,0,,,,,,,"Fiction|1098;Literature|195;European Literature,British Literature|173;Classics|169;Historical,Historical Fiction|158"
15196,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,"Spiegelman, Art",,"=""0394541553""","=""9780394541556""",4,4.35,Pantheon Books,Hardcover,159,1991,1985,,2015/06/29,,,read,,,,1,,,0,,,,,,,"Sequential Art,Graphic Novels|3745;Sequential Art,Comics|1600;History|1217;Nonfiction|1134;Autobiography,Memoir|588"
13503109,This Is How You Lose Her,Junot Díaz,"Díaz, Junot",,"=""1594487367""","=""9781594487361""",0,3.75,Riverhead Books,Hardcover,217,2012,2012,,2015/06/26,to-read,to-read (#81),to-read,,,,0,,,0,,,,,,,Fiction|1490;Short Stories|1213;Contemporary|239;Romance|122
297673,The Brief Wondrous Life of Oscar Wao,Junot Díaz,"Díaz, Junot",,"=""1594489580""","=""9781594489587""",4,3.89,Riverhead Books,Hardcover,335,2007,2007,,2015/06/26,,,read,,,,1,,,0,,,,,,,Fiction|1091;Magical Realism|369;Novels|366;Contemporary|337;Literature|300
81026,The Magic Toyshop,Angela Carter,"Carter, Angela",,"=""0140256407""","=""9780140256406""",0,3.88,Penguin Books,Paperback,200,1996,1967,,2015/06/26,to-read,to-read (#80),to-read,,,,0,,,0,,,,,,,Fiction|210;Fantasy|169;Magical Realism|127;Gothic|114;Classics|60;Horror|57
18652002,The Bees,Laline Paull,"Paull, Laline",,"=""0062331159""","=""9780062331151""",0,3.67,Ecco,Hardcover,340,2014,2014,,2015/06/26,to-read,to-read (#79),to-read,,,,0,,,0,,,,,,,"Fiction|692;Fantasy|445;Science Fiction|201;Science Fiction,Dystopia|190"
20893942,Shark,Will Self,"Self, Will",,"=""0802123104""","=""9780802123107""",0,3.58,Grove Press,Hardcover,466,2014,2014,,2015/06/26,to-read,to-read (#78),to-read,,,,0,,,0,,,,,,,"Fiction|19;Historical,Historical Fiction|2"
46171,Rayuela,Julio Cortázar,"Cortázar, Julio",Andrés Amorós,"=""8437604575""","=""9788437604572""",0,4.25,Cátedra,Paperback,752,2010,1963,,2015/06/26,to-read,to-read (#77),to-read,,,,0,,,0,,,,,,,"Fiction|423;Classics|160;Cultural,Latin American|93;Literature|89"
777824,Parade's End,Ford Madox Ford,"Ford, Ford Madox",Robie MacAuley,"=""0141186615""","=""9780141186610""",5,3.92,Penguin Classics,Paperback,836,2001,1928,2015/12/12,2015/06/26,,,read,,,,1,,,0,,,,,,"2015-08-08,2015-12-12","Fiction|69;War|66;War,World War I|42"
1736739,Olive Kitteridge,Elizabeth Strout,"Strout, Elizabeth",,"=""140006208X""","=""9781400062089""",4,3.78,Random House,Hardcover,270,2008,2008,,2015/06/26,,,read,,,,1,,,0,,,,,,,Short Stories|740;Book Club|218;Contemporary|198;Fiction|193;Literary Fiction|187
21412360,Nora Webster,Colm Tóibín,"Tóibín, Colm",,"=""1439138338""","=""9781439138335""",0,3.58,Scribner,Hardcover,373,2014,2014,,2015/06/26,to-read,to-read (#76),to-read,,,,0,,,0,,,,,,,"Fiction|331;Cultural,Ireland|115;Historical,Historical Fiction|92;European Literature,Irish Literature|67;Literary Fiction|58"
372811,Love in a Cold Climate,Nancy Mitford,"Mitford, Nancy",,"=""0140009841""","=""9780140009842""",0,3.83,Penguin,Paperback,249,1999,1949,,2015/06/26,to-read,to-read (#75),to-read,,,,0,,,0,,,,,,,"Fiction|173;Classics|102;Romance|48;European Literature,British Literature|40;Humor|36"
14285,Lives of Girls and Women,Alice Munro,"Munro, Alice",,"=""0375707492""","=""9780375707490""",0,4.00,Vintage,Paperback,277,2001,1971,,2015/06/26,to-read,to-read (#74),to-read,,,,0,,,0,,,,,,,"Fiction|269;Short Stories|211;Cultural,Canada|137"
315871,La amortajada,María Luisa Bombal,"Bombal, María Luisa",,"=""9703215122""","=""9789703215126""",0,3.76,Editorial Universitaria,Paperback,77,2005,1938,,2015/06/26,to-read,to-read (#73),to-read,,,,0,,,0,,,,,,,"Academic,School|7;European Literature,Spanish Literature|6;Literature,Latin American Literature|4"
8744427,Howl,Allen Ginsberg,"Ginsberg, Allen",Eric Drooker,"=""0062015176""","=""9780062015174""",0,4.08,Harper Perennial,Paperback,224,2010,2010,,2015/06/26,to-read,to-read (#72),to-read,,,,0,,,0,,,,,,,"Poetry|246;Sequential Art,Graphic Novels|87;Classics|43"
21462154,"If I Fall, If I Die",Michael Christie,"Christie, Michael",,"=""0804140804""","=""9780804140805""",0,3.30,Hogarth,Hardcover,288,2015,2015,,2015/06/26,to-read,to-read (#71),to-read,,,,0,,,0,,,,,,,"Fiction|90;Young Adult|31;Mystery|28;Contemporary|19;Cultural,Canada|18"
17086109,Good Kings Bad Kings,Susan Nussbaum,"Nussbaum, Susan",,"=""1616202637""","=""9781616202637""",0,3.91,Algonquin Books,Hardcover,336,2013,2013,,2015/06/26,to-read,to-read (#70),to-read,,,,0,,,0,,,,,,,
119841,The Gold Cell (Knopf Poetry Series),Sharon Olds,"Olds, Sharon",Alice Quinn,"=""0394747704""","=""9780394747705""",0,4.22,Knopf,Paperback,112,1987,1987,,2015/06/26,to-read,to-read (#69),to-read,,,,0,,,0,,,,,,,Poetry|318
68783,"Girl, Interrupted",Susanna Kaysen,"Kaysen, Susanna",,"=""0679746048""","=""9780679746041""",0,3.90,Vintage,Paperback,169,1994,1993,,2015/06/26,to-read,to-read (#68),to-read,,,,0,,,0,,,,,,,"Autobiography,Memoir|1152;Biography|420"
152893,Death and the Penguin,Andrey Kurkov,"Kurkov, Andrey",George Bird,"=""1860469450""","=""9781860469459""",0,3.82,Vintage,Paperback,228,2002,1996,,2015/06/26,to-read,to-read (#67),to-read,,,,0,,,0,,,,,,,"Fiction|274;Mystery|73;Cultural,Russia|67;Cultural,Ukraine|58;Mystery,Crime|39;Novels|30"
13530981,Dear Life: Stories,Alice Munro,"Munro, Alice",,"=""0771064861""","=""9780771064869""",0,3.75,Douglas Gibson Books,Hardcover,336,2012,2012,,2015/06/26,to-read,to-read (#66),to-read,,,,0,,,0,,,,,,,"Short Stories|1161;Fiction|632;Cultural,Canada|127;Literary Fiction|85;Literature|71"
1037864,Dart,Alice Oswald,"Oswald, Alice",,"=""057121410X""","=""9780571214105""",0,4.05,Faber & Faber,Paperback,64,2002,2002,,2015/06/26,to-read,to-read (#65),to-read,,,,0,,,0,,,,,,,"Poetry|113;Environment,Nature|7;Contemporary|4;Fiction|4"
18114220,Chop Chop,Simon Wroe,"Wroe, Simon",,"=""1594205795""","=""9781594205798""",0,3.35,Penguin Press,Hardcover,288,2014,2014,,2015/06/26,to-read,to-read (#64),to-read,,,,0,,,0,,,,,,,
